"Anho","Mes","Dia","Especie","Tipo_Flota","Puerto","Longitud","Latitud","Captura","Capacidad_Bodega","Anzuelos","Embarcaciones"
2009,1,2,"caballa","industrial","ILO","715224W","181700S",20000,7,1000,NA
2009,1,1,"caballa","industrial","PUCUSANA","775730W","131100S",52800,8,700,NA
2009,1,4,"caballa","industrial","MORRO SAMA","711400W","182200S",75600,4,650,NA
2009,1,2,"caballa","industrial","ILO","714748W","180812S",14400,4,600,NA
2009,1,4,"caballa","industrial","ILO","714018W","180130S",8000,3,400,NA
2009,1,3,"caballa","industrial","ILO","713500W","175900S",24000,6,400,NA
2009,1,3,"caballa","industrial","MORRO SAMA","711000W","181800S",7500,4,700,NA
2009,1,3,"caballa","industrial","ILO","715800W","174900S",12000,5,300,NA
2009,1,4,"caballa","industrial","MORRO SAMA","711400W","182200S",68000,10,560,NA
2009,1,2,"caballa","industrial","ILO","715730W","181924S",90300,6,750,NA
2008,12,28,"caballa","industrial","CHIMBOTE","810000W","073000S",93000,8,1500,NA
2009,1,2,"caballa","industrial","CHIMBOTE","793000W","103000S",56000,10,1800,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","733842W","165545S",27300,4,700,NA
2009,1,3,"caballa","industrial","MATARANI","722500W","172500S",12700,3,400,NA
2009,1,4,"caballa","industrial","MORRO SAMA","711000W","181800S",49200,4,500,NA
2009,1,2,"caballa","industrial","ILO","720000W","183000S",36000,6,700,NA
2009,1,2,"caballa","industrial","SALAVERRY","801000W","093000S",129000,6,1300,NA
2009,1,1,"caballa","industrial","CHIMBOTE","795000W","105500S",133000,10,2200,NA
2009,1,1,"caballa","industrial","CHIMBOTE","795000W","110000S",270000,10,2200,NA
2009,1,1,"caballa","industrial","CHIMBOTE","794000W","112000S",448000,15,2600,NA
2009,1,1,"caballa","industrial","CHIMBOTE","800000W","113000S",120000,30,2900,NA
2009,1,2,"caballa","industrial","CHIMBOTE","795000W","105000S",273000,10,1900,NA
2009,1,1,"caballa","industrial","PUCUSANA","780938W","131420S",2500,3,1500,NA
2009,1,1,"caballa","industrial","PUCUSANA","783012W","123005S",77000,8,1500,NA
2009,1,6,"caballa","industrial","MATARANI","723000W","173300S",30780,2,400,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","730950W","171210S",58000,5,450,NA
2009,1,5,"caballa","industrial","LA PLANCHADA","740500W","164000S",85000,6,600,NA
2009,1,5,"caballa","industrial","ATICO","741500W","170100S",45000,10,500,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","733900W","165600S",16200,2,500,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","734700W","170400S",39600,4,500,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","733300W","164800S",28630,6,500,NA
2009,1,3,"caballa","industrial","MORRO SAMA","710524W","181430S",58000,6,500,NA
2009,1,4,"caballa","industrial","MATARANI","723300W","174200S",6300,3,400,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","733300W","164800S",24000,4,400,NA
2009,1,2,"caballa","industrial","MATARANI","730000W","170630S",22000,7,600,NA
2009,1,5,"caballa","industrial","LA PLANCHADA","730950W","171210S",8400,3,400,NA
2009,1,2,"caballa","industrial","MATARANI","730300W","172700S",38000,7,600,NA
2009,1,2,"caballa","industrial","MATARANI","725600W","171800S",73600,4,400,NA
2009,1,4,"caballa","industrial","MATARANI","723124W","173105S",8000,3,400,NA
2009,1,4,"caballa","industrial","MATARANI","723044W","173025S",23800,4,400,NA
2009,1,4,"caballa","industrial","MATARANI","721300W","174830S",11292,4,500,NA
2009,1,2,"caballa","industrial","MATARANI","730000W","172300S",2400,6,400,NA
2009,1,4,"caballa","industrial","MATARANI","721600W","174200S",31200,4,400,NA
2009,1,5,"caballa","industrial","MATARANI","731600W","171900S",42432,4,450,NA
2009,1,4,"caballa","industrial","MATARANI","730000W","170630S",41170,4,500,NA
2009,1,2,"caballa","industrial","MATARANI","734700W","170400S",75600,4,500,NA
2009,1,4,"caballa","industrial","LA PLANCHADA","734700W","170400S",93366,7,700,NA
2009,1,4,"caballa","industrial","MATARANI","723910W","174018S",9000,7,400,NA
2009,1,4,"caballa","industrial","ILO","712400W","181600S",5600,4,400,NA
2009,1,4,"caballa","industrial","MATARANI","725200W","172630S",2400,2.5,400,NA
2009,1,3,"caballa","industrial","MATARANI","730818W","171100S",81600,7,500,NA
2009,1,2,"caballa","industrial","MATARANI","725600W","171800S",33600,4,400,NA
2009,1,1,"caballa","industrial","ILO","725200W","180600S",40000,2.5,500,NA
2009,1,5,"caballa","industrial","MATARANI","724530W","173030S",14400,4,400,NA
2009,1,3,"caballa","industrial","LA PLANCHADA","734654W","170900S",61000,7,800,NA
2009,1,1,"caballa","industrial","ILO","715224W","181700S",93000,6,600,NA
2008,12,31,"caballa","industrial","CHIMBOTE","801000W","100000S",44000,8,1200,NA
2009,1,1,"caballa","industrial","PUCUSANA","781200W","131630S",28000,8,1500,NA
2009,1,3,"caballa","industrial","ILO","715230W","181030S",51000,3,300,NA
